#cue,target,fsg,bsg,qfr,tfr,jcn,jcn_sensed
report,grade,0.03,0,174,35,12.162343,16.10898232
report,news,0.04,0,174,102,0.219097,0.18610228
report,paper,0.141,0,174,157,0,4.77E-09
report,presentation,0.01,0,174,33,3.133509,3.035214714
report,project,0.01,0,174,93,2.110079,15.08717422
report,record,0.015,0,174,137,4.946993,12.07858579
report,research,0.025,0,174,171,7.239242,11.55742416
report,school,0.025,0,174,492,11.724154,16.42712057
report,type,0.01,0,174,200,10.744947,16.5744561
report,weather,0.015,0.024,174,69,14.919361,15.1545783
report,work,0.015,0,174,760,3.463191,15.6931732
reptile,alligator,0.095,0.048,0,4,4.080617,4.023365593
reptile,animal,0.014,0,0,68,3.424575,3.341462854
reptile,frog,0.014,0,0,1,8.391726,8.144032451
reptile,lizard,0.27,0.154,0,1,1.46123,1.511059969
reptile,mammal,0.014,0.014,0,1,3.509388,3.466910812
reptile,snake,0.514,0.079,0,44,0.649564,0.703137274
republic,america,0.014,0,43,194,17.597888,18.6481275
republic,banana,0.074,0.014,43,4,22.797219,22.36427269
republic,bank,0.027,0,43,83,13.106332,20.75694969
republic,china,0.061,0,43,69,20.660303,21.14423248
republic,communist,0.014,0,43,97,19.697835,20.40487245
republic,country,0.155,0,43,324,10.157853,10.20981998
republic,democracy,0.122,0.088,43,24,0,4.77E-09
republic,democrat,0.149,0.014,43,13,21.381684,20.82382765
republic,government,0.027,0,43,417,10.055506,19.33904999
republic,nation,0.014,0,43,139,10.157853,10.20981998
republic,people,0.014,0,43,847,8.95175,12.28667875
republic,place,0.014,0,43,571,16.697,18.26300768
republic,politics,0.047,0,43,69,18.742737,20.6006841
research,experiment,0.049,0.014,171,122,0.491993,0.470512665
research,homework,0.014,0,171,0,9.187377,18.15444298
research,library,0.07,0,171,62,18.495228,17.96756561
research,paper,0.098,0,171,157,7.239242,17.25751662
research,project,0.014,0.04,171,93,5.129152,5.111658825
research,psychology,0.021,0,171,14,12.135186,12.13390178
research,science,0.049,0,171,131,9.455728,9.447242765
research,study,0.189,0,171,246,2.714994,8.060137922
research,work,0.063,0,171,760,3.77605,16.15159838
reservation,airplane,0.027,0,8,11,17.739933,20.31038974
reservation,airport,0.014,0,8,19,18.304291,20.86254547
reservation,appointment,0.047,0,8,28,13.786258,20.77906975
reservation,camp,0.014,0,8,75,13.551972,21.16559557
reservation,date,0.014,0,8,103,17.764198,21.18453486
reservation,dinner,0.088,0,8,91,18.693336,21.07270183
reservation,hotel,0.162,0,8,126,17.252088,19.89832395
reservation,indian,0.291,0.021,8,52,14.686229,14.71435206
reservation,motel,0.014,0,8,24,17.836122,22.4654687
reservation,restaurant,0.014,0,8,41,18.425029,18.09988521
reservation,time,0.02,0,8,1599,12.823801,17.1252494
reservation,vacation,0.027,0,8,47,14.769522,14.67343474
resistance,army,0.01,0,48,132,11.469468,19.87293139
resistance,denial,0.031,0,48,18,8.741946,20.65654143
resistance,force,0.061,0,48,230,6.313211,14.72262824
resistance,pressure,0.015,0,48,185,6.893081,8.035552585
resistance,strength,0.015,0,48,136,11.761385,17.79563013
resistance,support,0.015,0,48,180,7.827666,15.17819281
resistance,wall,0.015,0,48,160,10.506961,18.19793507
resistance,war,0.015,0,48,464,4.832786,4.988427862
resistance,will,0.01,0,48,2244,14.693998,15.8717768
respiration,air,0.026,0,2,257,10.286902,18.92018972
respiration,health,0.013,0,2,105,20.070246,19.97247793
respiration,heart,0.026,0,2,173,16.380821,19.05372111
respiration,life,0.013,0,2,715,9.279709,13.08449973
response,action,0.034,0,77,291,2.347473,14.80755026
response,answer,0.49,0.071,77,152,0,4.77E-09
response,question,0.048,0,77,257,4.205321,16.26234447
response,reaction,0.034,0.082,77,124,0,4.77E-09
response,time,0.014,0,77,1599,11.710562,13.58920975
responsibility,adult,0.079,0,118,25,13.259258,15.07162476
responsibility,authority,0.014,0,118,93,12.092337,18.56625465
responsibility,chore,0.022,0,118,7,11.114693,11.04734629
responsibility,college,0.014,0,118,267,16.392368,18.29160105
responsibility,commitment,0.014,0.02,118,13,7.317698,9.758417751
responsibility,duty,0.05,0.054,118,61,0,4.77E-09
responsibility,freedom,0.014,0,118,128,10.602205,16.80720901
responsibility,job,0.101,0,118,238,1.517423,1.581052483
responsibility,lot,0.014,0,118,127,9.912178,9.907160216
responsibility,marriage,0.014,0,118,95,11.53895,18.14817108
responsibility,mother,0.014,0,118,216,15.969084,18.3365136
responsibility,parent,0.022,0,118,15,15.228813,14.88366699
responsibility,pressure,0.029,0,118,185,10.631286,16.49877599
responsibility,task,0.022,0,118,60,8.744393,15.544669
responsibility,trash,0.014,0,118,2,17.461759,18.84616206
responsibility,trust,0.029,0,118,52,8.68855,8.670978763
responsibility,work,0.036,0,118,760,7.391256,14.19139651
rest,activity,0.021,0,163,116,7.272251,9.935964442
rest,bed,0.015,0,163,127,9.058381,17.48373182
rest,home,0.01,0,163,547,10.242753,17.8426755
rest,peace,0.026,0,163,198,10.538629,12.23387195
rest,sleep,0.475,0.163,163,65,0,4.77E-09
rest,work,0.021,0.02,163,760,6.604496,8.990849067
restaurant,bar,0.022,0,41,82,11.336712,11.76239627
restaurant,cafe,0.03,0.108,41,20,1.411401,1.386294361
restaurant,diner,0.022,0.179,41,0,5.488926,4.9698133
restaurant,dinner,0.044,0,41,91,18.357719,19.32176435
restaurant,food,0.467,0,41,147,12.509539,13.5137061
restaurant,meal,0.022,0,41,30,16.855448,16.41973973
restaurant,pizza,0.015,0,41,3,21.093486,20.51778115
restaurant,pub,0.015,0.022,41,1,9.589291,9.397624617
restriction,law,0.076,0,8,299,9.474093,18.54604458
restriction,license,0.015,0,8,36,14.552016,14.33583746
restriction,limit,0.076,0.021,8,48,13.794626,19.93300951
restriction,punishment,0.03,0.021,8,21,13.729286,13.57520799
restriction,school,0.015,0,8,492,13.096033,18.44938993
restriction,trouble,0.03,0,8,134,12.54532,12.66950327
restroom,bath,0.013,0,1,26,11.852835,10.98015894
restroom,bathroom,0.296,0.022,1,18,4.765081,4.662306377
restroom,men,0.053,0,1,763,18.775817,18.55214784
restroom,mirror,0.013,0,1,27,16.150914,22.42724749
restroom,relief,0.026,0,1,66,14.390974,18.16354319
restroom,stall,0.013,0,1,18,12.078608,11.82094212
restroom,toilet,0.171,0.014,1,13,4.765081,4.662306377
revival,bible,0.015,0,8,59,18.897876,19.68947669
revival,breath,0.031,0,8,53,19.853875,19.5943283
revival,church,0.164,0,8,348,11.079596,10.9909159
revival,death,0.017,0,8,277,6.424175,19.70726872
revival,life,0.053,0,8,715,17.807536,19.83816853
revival,meeting,0.023,0,8,159,10.505195,10.52930132
revival,religion,0.084,0,8,119,12.873492,12.582601
revival,tent,0.038,0,8,20,19.76519,19.54692607
revolution,anarchy,0.014,0,70,7,20.488445,20.27985528
revolution,history,0.021,0,70,286,15.504597,16.90568658
revolution,sun,0.014,0,70,112,17.239002,17.71490593
revolution,war,0.452,0,70,464,9.18164,19.12109365
reward,bonus,0.015,0.02,15,2,8.118267,8.196698492
reward,bounty,0.022,0.02,15,3,0.807557,0.870828358
reward,food,0.015,0,15,147,13.727401,20.04735419
reward,gift,0.044,0,15,33,3.141986,15.23230752
reward,goal,0.015,0,15,60,15.483951,16.24390843
reward,grade,0.015,0,15,35,6.18196,19.03947313
reward,medal,0.015,0.041,15,7,12.194081,16.44532486
reward,money,0.331,0,15,265,10.440593,10.45280121
reward,payment,0.022,0,15,53,4.045422,3.995423219
reward,present,0.015,0,15,377,3.141986,17.88761632
reward,prize,0.088,0.096,15,28,0.347889,10.35238113
reward,punishment,0.029,0.028,15,21,14.599606,14.54794003
reward,trophy,0.029,0.02,15,8,14.148474,23.27997674
reward,winner,0.015,0,15,8,18.502415,22.6426089
rhyme,music,0.021,0,3,216,16.512277,21.15153559
rhyme,poem,0.193,0.132,3,48,2.237347,14.97355466
rhyme,poet,0.014,0.056,3,99,18.19472,17.86329
rhyme,poetry,0.034,0.087,3,88,8.037035,15.45879253
rhyme,reason,0.11,0.051,3,241,14.223942,19.38094093
rhyme,rhythm,0.172,0.062,3,22,11.373459,16.45732136
rhyme,scheme,0.034,0,3,33,16.542597,22.6426089
rhyme,song,0.09,0,3,70,14.806918,14.86905845
rhyme,time,0.014,0,3,1599,12.881452,14.77163503
rhyme,word,0.014,0,3,274,9.903245,13.49172789
rhythm,drum,0.015,0,22,11,15.586278,20.84312738
rhythm,melody,0.01,0.036,22,31,16.456029,21.04095313
rhythm,method,0.021,0,22,142,12.434408,12.39379525
rhythm,movement,0.01,0,22,128,11.366349,16.15018993
rhythm,music,0.277,0,22,216,12.80213,18.11644836
rhythm,poem,0.01,0,22,48,14.847149,15.13045669
rhythm,rhyme,0.062,0.172,22,3,11.373459,16.45732136
rhythm,section,0.01,0,22,189,10.88542,18.94986097
rib,barbecue,0.128,0,1,13,18.385395,16.65815853
rib,body,0.034,0,1,276,10.028481,17.81504339
rib,bone,0.088,0,1,33,3.860035,3.630038954
rib,cage,0.068,0,1,9,16.785846,22.27317298
rib,chest,0.041,0,1,53,11.54108,13.4729407
rib,chicken,0.014,0,1,37,9.024131,8.64832186
rib,cow,0.014,0,1,29,16.553825,21.17456069
rib,dinner,0.014,0,1,91,17.462674,14.78124126
rib,eye,0.014,0,1,122,9.81865,18.73758709
rib,food,0.061,0,1,147,6.314048,21.16949698
rib,heart,0.014,0,1,173,8.074349,7.77392207
rib,lung,0.027,0,1,16,12.332889,13.98915717
rib,meat,0.088,0,1,45,5.610696,5.182986679
rib,pork,0.014,0,1,10,10.838346,10.36597336
rib,roast,0.014,0,1,10,8.048031,7.429807094
rib,sauce,0.014,0,1,20,17.595411,18.76992412
rib,side,0.02,0,1,380,6.141488,5.611824429
rib,steak,0.034,0,1,10,8.950869,8.137553074
ribbon,blue,0.076,0,12,143,16.835017,19.95948899
ribbon,bow,0.265,0.041,12,15,14.327674,18.76637732
ribbon,cut,0.03,0,12,192,12.231069,17.4916734
ribbon,hair,0.167,0,12,148,16.090105,16.56299887
ribbon,present,0.068,0,12,377,14.322749,18.39844195
ribbon,prize,0.015,0.019,12,28,5.96111,6.900126685
ribbon,red,0.083,0,12,197,16.502195,18.8017673
ribbon,string,0.038,0,12,19,12.767968,19.01409994
ribbon,tape,0.015,0,12,35,7.475015,7.583411656
ribbon,typewriter,0.015,0.076,12,10,18.547026,18.39353744
ribbon,winner,0.03,0.014,12,8,16.977352,16.93119219
ribbon,yarn,0.015,0,12,14,16.621512,16.37863442
ribbon,yellow,0.03,0,12,55,17.245245,19.98077852
rice,chicken,0.027,0,33,37,15.687997,19.77276214
rice,china,0.055,0,33,69,18.666468,18.9498975
rice,corn,0.041,0,33,34,2.836887,3.100018036
rice,field,0.027,0,33,274,16.81407,17.36097776
rice,food,0.082,0,33,147,6.820119,9.78863931
rice,gravy,0.027,0.024,33,4,9.269387,22.3377115
rice,japan,0.027,0.013,33,38,19.318818,20.49188481
rice,paddy,0.034,0.039,33,1,4.248503,2.944438979
rice,potato,0.021,0,33,15,11.414352,14.901944
rice,pudding,0.014,0,33,0,15.249714,13.37871873
rice,wedding,0.082,0,33,32,20.680812,22.17843619
rice,white,0.075,0,33,365,9.072928,15.04330156
riddle,problem,0.013,0,1,313,4.860409,4.875197323
riddle,puzzle,0.078,0,1,10,5.459588,9.431940915
rider,bike,0.097,0,16,0,16.037464,21.93726152
rider,bus,0.014,0,16,34,16.940539,18.1741253
rider,car,0.021,0,16,274,14.317827,15.28678844
rider,cowboy,0.028,0,16,16,15.835313,16.60175154
rider,driver,0.041,0.029,16,79,13.289743,16.2705432
rider,horse,0.372,0,16,117,12.677324,17.11074941
rider,motorcycle,0.034,0.014,16,0,20.134904,21.93726152
rider,passenger,0.11,0,16,14,0,4.77E-09
rider,saddle,0.014,0,16,25,17.774302,19.08944938
rider,walker,0.014,0,16,17,6.421494,6.745833997
rifle,barrel,0.014,0,63,24,12.974039,16.11810333
rifle,bullet,0.034,0,63,28,6.629717,6.476945975
rifle,gun,0.545,0.06,63,118,2.307944,19.38355873
rifle,pistol,0.014,0.021,63,27,3.852793,3.54116045
rifle,range,0.028,0.015,63,160,14.305128,19.1373076
rifle,trigger,0.021,0,63,12,14.87896,14.99912936
righteousness,church,0.02,0,6,348,16.338534,16.26711141
righteousness,god,0.02,0,6,318,14.545031,14.92062618
righteousness,goodness,0.027,0,6,16,1.818152,1.832676229
righteousness,honesty,0.027,0,6,10,2.589017,2.533930213
righteousness,power,0.014,0,6,342,6.548788,15.86315574
righteousness,priest,0.014,0,6,16,16.859995,16.02870039
righteousness,self,0.014,0,6,40,16.859995,20.27897976
rim,basket,0.027,0,5,17,16.292483,23.52836291
rim,basketball,0.147,0,5,9,17.841532,19.52851737
rim,bicycle,0.013,0,5,5,14.967595,16.3992537
rim,bike,0.04,0,5,0,14.967595,20.27045471
rim,car,0.067,0,5,274,12.494378,13.79882996
rim,coffee,0.02,0,5,78,15.921792,20.45498025
rim,cup,0.053,0,5,45,12.17241,22.41235888
rim,edge,0.14,0.02,5,78,1.705411,1.446918983
rim,glass,0.027,0,5,99,15.061602,14.5964444
rim,hat,0.013,0,5,56,15.018623,22.1991164
rim,hoop,0.013,0,5,3,2.667741,2.731580699
rim,job,0.013,0,5,238,14.418779,14.04023577
rim,mug,0.013,0,5,1,16.890465,16.42457151
rim,net,0.013,0,5,34,15.459774,17.98807233
rim,top,0.027,0,5,204,7.235576,14.16358032
rim,wheel,0.04,0,5,56,14.967595,16.10767299
ring,bell,0.101,0.399,47,18,8.104122,7.494531934
ring,class,0.027,0.02,47,207,4.754547,10.40775852
ring,college,0.013,0,47,267,10.404745,18.33603282
ring,diamond,0.081,0.63,47,8,2.993931,22.03183272
ring,engagement,0.081,0.242,47,22,11.980352,20.35093584
ring,finger,0.195,0.066,47,40,11.927339,17.48185671
ring,gold,0.067,0.015,47,52,12.921065,21.21085216
ring,jewelry,0.054,0.118,47,3,1.15732,1.208096522
ring,marriage,0.067,0.048,47,95,12.387429,12.48340118
ring,phone,0.054,0.076,47,54,0,19.35143405
ring,wedding,0.101,0.043,47,32,13.675027,14.00784588
riot,anger,0.024,0,7,48,15.714376,15.89052112
riot,crowd,0.024,0.012,7,53,19.867681,20.55352408
riot,destruction,0.016,0,7,38,13.315225,14.08759929
riot,fire,0.016,0,7,187,12.406948,15.91714285
riot,gun,0.016,0,7,118,14.668349,14.59582413
riot,mob,0.079,0.11,7,10,21.11977,23.86483514
riot,noise,0.024,0,7,37,19.386608,23.04807401
riot,police,0.032,0,7,155,19.952115,20.65017873
riot,river,0.016,0.024,7,165,18.481555,19.20937216
riot,squad,0.024,0,7,18,18.89609,19.6376173
riot,war,0.048,0,7,464,14.058766,14.23158257
risk,adventure,0.014,0,54,14,0,7.131765911
risk,challenge,0.028,0,54,36,11.237849,19.7617569
risk,chance,0.241,0.101,54,131,0,1.142672278
risk,danger,0.234,0.027,54,70,0,4.77E-09
risk,death,0.028,0,54,277,12.405717,12.56200112
risk,fear,0.014,0,54,127,12.937113,16.81499568
risk,game,0.028,0,54,123,8.906782,17.43858517
ritual,ceremony,0.143,0.022,27,18,10.024058,11.98473513
ritual,church,0.057,0,27,348,11.435106,11.45696647
ritual,custom,0.014,0.049,27,14,1.751221,1.709423183
ritual,event,0.014,0,27,81,13.443571,15.99156197
ritual,habit,0.107,0,27,23,1.997719,3.306886702
ritual,marriage,0.014,0,27,95,0.257145,0.257222865
ritual,prayer,0.014,0,27,28,13.020833,12.30179824
ritual,routine,0.021,0,27,35,13.531617,16.8409356
ritual,tradition,0.079,0.034,27,94,18.092998,17.75043129
river,bank,0.031,0,165,83,14.610484,15.23288681
river,bed,0.016,0,165,127,14.070833,14.45370529
river,boat,0.055,0,165,72,14.413999,14.08846498
river,brook,0.016,0.161,165,3,4.343124,4.199504101
river,canoe,0.055,0.076,165,7,17.281006,16.99387462
river,fish,0.016,0,165,35,13.435443,12.95401824
river,lake,0.118,0.142,165,54,3.414344,3.426352297
river,ocean,0.024,0,165,34,3.926974,4.048450131
river,riot,0.024,0.016,165,7,18.481555,19.20937216
river,stream,0.118,0.321,165,51,0.165008,0.180401129
river,water,0.071,0,165,442,0.907764,0.934541586
river,wind,0.016,0,165,63,14.159894,14.99428598
roach,ant,0.021,0.017,2,6,8.862813,14.76739722
roach,brown,0.021,0,2,176,17.045067,18.24419288
roach,bug,0.331,0.154,2,4,8.80212,22.22494359
roach,dirt,0.014,0,2,43,19.457146,20.33816387
roach,food,0.014,0,2,147,15.513497,18.00716615
roach,insect,0.077,0,2,14,4.921793,18.50893547
roach,pest,0.028,0.128,2,4,20.073469,23.2282457
roach,spider,0.014,0,2,2,9.873813,21.99108689
road,brick,0.01,0,197,18,13.274924,20.31642841
road,car,0.045,0.011,197,274,10.022752,10.47132818
road,construction,0.01,0,197,95,6.281841,12.77123711
road,dirt,0.03,0,197,43,13.796529,13.9149169
road,gravel,0.015,0.164,197,9,17.456272,17.07191732
road,highway,0.061,0.345,197,40,2.532133,2.446685437
road,hog,0.01,0,197,3,15.97291,20.35564912
road,map,0.01,0.228,197,13,12.844225,17.51246252
road,path,0.03,0.228,197,44,4.442687,4.473737799
road,pavement,0.03,0.254,197,11,6.461284,13.84720775
road,runner,0.015,0.02,197,1,13.186697,12.99279242
road,sign,0.02,0,197,94,10.571607,17.22189555
road,street,0.348,0.314,197,244,1.488534,1.649741463
road,tar,0.02,0.173,197,12,12.774166,19.9109633
road,track,0.01,0.013,197,38,3.009465,2.858420158
road,way,0.03,0.048,197,909,1.296351,1.332805676
roast,beef,0.494,0.085,10,32,7.558522,7.625791878
roast,dinner,0.012,0,10,91,15.461208,13.18619208
roast,duck,0.042,0,10,9,8.749902,19.16025308
roast,food,0.012,0,10,147,4.312557,19.5744478
roast,meat,0.119,0,10,45,3.609209,3.587937504
roast,oven,0.012,0,10,7,20.861148,20.2726587
roast,pig,0.024,0,10,8,19.257804,20.19261599
roast,pork,0.036,0.055,10,10,8.836889,8.770924182
roast,pot,0.012,0,10,33,16.153262,18.46922392
roast,potato,0.012,0,10,15,9.505975,9.458238782
roast,turkey,0.048,0,10,9,9.037587,9.107396419
robber,bank,0.118,0.035,2,83,18.963098,21.73660344
robber,burglar,0.049,0.101,2,1,7.911142,7.234818308
robber,cash,0.014,0,2,36,20.711652,19.96894152
robber,crook,0.035,0.128,2,3,4.665463,4.348125083
robber,gun,0.042,0,2,118,6.313968,16.66977776
robber,mask,0.028,0,2,9,21.750952,24.32436747
robber,police,0.014,0,2,155,21.141649,20.46785718
robber,thief,0.361,0.224,2,8,3.608988,3.270835564
robber,victim,0.014,0,2,27,16.08881,16.23775338
robbery,bank,0.169,0,10,83,13.831259,18.57407256
robbery,burglar,0.068,0.02,10,1,22.153792,21.47366097
robbery,burglary,0.034,0.224,10,4,4.927128,4.74067894
robbery,crime,0.041,0.028,10,34,1.251826,6.081454261
robbery,crook,0.02,0,10,3,16.79515,16.43238871
robbery,gun,0.034,0,10,118,13.45388,13.43889516
robbery,house,0.014,0,10,591,10.487347,19.7049657
robbery,jail,0.02,0,10,21,19.972438,22.66772796
robbery,money,0.014,0,10,265,17.12886,17.52241725
robbery,police,0.014,0,10,155,17.367443,17.10632505
robbery,theft,0.142,0.054,10,10,0.171332,0.174584574
robbery,thief,0.135,0,10,8,17.851405,17.50967823
robe,bath,0.181,0,6,26,16.655563,16.41253597
robe,cloth,0.016,0,6,40,12.842576,13.38880388
robe,clothes,0.079,0,6,89,4.574984,8.645026563
robe,coat,0.047,0,6,43,5.989028,7.04391232
robe,dress,0.024,0,6,67,3.784195,7.137731076
robe,gown,0.087,0,6,16,0,4.77E-09
robe,nightgown,0.016,0.021,6,0,11.703709,11.65407005
robe,pajamas,0.047,0.013,6,3,10.856467,10.85240351
robe,shower,0.047,0,6,15,17.849493,17.63976563
robe,towel,0.024,0.014,6,6,17.954933,17.33748476
robin,bird,0.633,0.015,2,31,6.682527,6.784457063
robin,hood,0.101,0.073,2,7,19.640577,23.39254875
robin,red,0.054,0,2,197,18.458699,21.74464778
robot,computer,0.127,0,1,13,13.543529,13.12503877
robot,helper,0.013,0,1,6,17.527562,18.60505701
robot,machine,0.227,0,1,103,9.793648,19.87356834
robot,metal,0.06,0,1,61,15.985166,20.21345594
robot,space,0.013,0,1,184,17.616489,18.79482167
robot,technology,0.04,0,1,43,22.85192,22.29841462
robot,toy,0.033,0,1,4,16.521006,19.6463004
rock,boulder,0.038,0.656,75,10,2.717532,2.666456304
rock,chair,0.032,0,75,66,14.987111,17.24713763
rock,earth,0.013,0,75,150,6.078214,6.108075288
rock,mountain,0.019,0,75,33,9.491718,18.19194605
rock,music,0.045,0.149,75,216,4.516691,19.23461297
rock,roll,0.224,0.083,75,35,9.757716,20.31340452
rock,sand,0.013,0,75,28,9.432538,9.240219417
rock,star,0.019,0,75,25,8.15694,14.58440148
rock,stone,0.269,0.629,75,58,0,4.77E-09
rocket,astronaut,0.021,0.013,7,2,18.311665,20.19972361
rocket,blast,0.028,0.027,7,15,15.468861,22.63334957
rocket,fire,0.042,0,7,187,13.797481,20.32846298
rocket,flame,0.028,0,7,17,18.498992,20.32846298
rocket,fuel,0.035,0,7,17,16.456842,12.48011495
rocket,man,0.014,0,7,1207,9.340208,12.62310213
rocket,moon,0.076,0,7,60,17.149717,21.49853424
rocket,plane,0.021,0,7,114,6.111573,13.37927637
rocket,scientist,0.028,0.022,7,17,12.738367,17.27612588
rocket,ship,0.139,0,7,83,5.502033,12.78525458
rocket,shuttle,0.062,0,7,0,11.882835,11.452981
rocket,sky,0.042,0,7,58,8.900044,19.0322212
rocket,space,0.153,0.036,7,184,13.967456,11.81502949
rocket,star,0.014,0,7,25,15.262981,21.88565021
rod,car,0.011,0,18,274,9.855907,17.71213239
rod,child,0.011,0,18,213,13.476907,14.3459802
rod,curtain,0.028,0.213,18,13,11.76097,20.14959566
rod,fishing,0.251,0.136,18,32,19.021171,21.41564658
rod,lightning,0.017,0.056,18,14,20.19998,23.18760342
rod,metal,0.022,0,18,61,11.894567,16.31292732
rod,pole,0.028,0.016,18,18,0,4.77E-09
rod,staff,0.028,0.027,18,113,6.774333,18.4613994
rod,steel,0.017,0.014,18,45,7.417517,7.894145199
rod,stick,0.022,0,18,39,5.480894,5.388619262
rod,wheel,0.011,0,18,56,9.17608,19.25168418
rodent,bug,0.026,0,3,4,10.937449,10.51342251
rodent,mouse,0.159,0.036,3,10,1.678773,1.775498948
rodent,pest,0.033,0.054,3,4,17.216149,16.90020972
rodent,rat,0.603,0.182,3,6,1.581135,1.654138091
rodent,roach,0.073,0,3,2,11.978917,12.19965891
rodeo,bull,0.107,0,1,14,20.01401,21.96257933
rodeo,cow,0.047,0,1,29,22.087732,21.71411797
rodeo,cowboy,0.154,0.014,1,16,22.075055,24.92220447
rodeo,horse,0.477,0,1,117,18.353338,21.39718174
rodeo,mexico,0.013,0,1,19,24.908461,25.71066183
rodeo,rider,0.013,0,1,16,20.358306,24.61204955
roll,bed,0.014,0,35,127,11.364928,19.74297782
roll,bread,0.159,0.032,35,41,1.428494,1.411295663
roll,bun,0.041,0.11,35,1,0,4.77E-09
roll,butter,0.076,0,35,27,9.378576,20.17987696
roll,cash,0.034,0,35,36,12.745835,18.76496872
roll,class,0.014,0,35,207,10.995536,18.37829263
roll,dice,0.014,0.124,35,14,13.641634,19.03294885
roll,fat,0.021,0,35,60,13.768605,20.74084853
roll,food,0.021,0,35,147,4.268488,16.74862899
roll,hill,0.021,0,35,72,10.220351,20.05467002
roll,rock,0.083,0.224,35,75,9.757716,20.31340452
roman,emperor,0.04,0,58,19,15.642598,15.52612877
roman,empire,0.456,0.026,58,22,19.221159,18.96713698
roman,greek,0.074,0.047,58,61,5.301468,5.32217749
roman,soldier,0.02,0,58,39,13.919628,13.80668996
romance,book,0.014,0,13,193,10.298979,19.07314171
romance,candle,0.028,0,13,18,17.702562,22.6661394
romance,friend,0.021,0,13,133,16.691426,20.17885462
romance,love,0.614,0,13,232,2.890374,17.61960559
romance,novel,0.097,0,13,59,1.774954,1.773067336
romance,relationship,0.014,0,13,88,2.382251,2.470920408
romance,sex,0.021,0,13,84,15.342129,21.58352745
romance,woman,0.028,0,13,224,15.681847,17.55587426
roof,ceiling,0.173,0.35,59,31,15.706477,15.63443206
roof,floor,0.031,0.021,59,158,13.156856,12.96028341
roof,house,0.307,0.024,59,591,12.493129,13.22956812
roof,rain,0.016,0,59,70,18.748711,18.58820742
roof,shingle,0.118,0.611,59,5,3.191849,16.36679996
roof,tar,0.024,0.092,59,12,10.390906,19.24213389
roof,tile,0.024,0,59,16,10.13315,16.36679996
roof,tin,0.016,0.034,59,12,10.82626,21.0917745
roof,top,0.197,0,59,204,7.983012,8.948508888
room,area,0.016,0.027,383,323,0.08559,0.1406009
room,bedroom,0.15,0,383,52,4.660831,4.182628278
room,board,0.016,0.073,383,239,0,17.24826279
room,building,0.024,0.076,383,160,2.886903,3.107729003
room,chair,0.016,0,383,66,10.101724,17.0515525
room,class,0.039,0.047,383,207,6.371902,7.067424254
room,closet,0.024,0.054,383,16,5.161477,4.922295474
room,door,0.039,0.017,383,312,3.765812,3.371698061
room,dorm,0.039,0.339,383,2,6.631652,6.917279252
room,furniture,0.016,0.027,383,39,6.991051,15.36207188
room,home,0.016,0,383,547,4.087138,15.36273849
room,house,0.118,0.018,383,591,4.416356,5.544778213
room,place,0.024,0.028,383,571,8.545037,16.88053801
room,size,0.016,0,383,138,11.328749,11.50382258
room,space,0.047,0.041,383,184,9.723654,12.98900666
room,square,0.031,0,383,143,9.894916,18.30431547
room,wall,0.055,0.013,383,160,6.199782,6.344057812
roommate,ass,0.014,0,1,5,18.342229,20.65256984
roommate,college,0.014,0,1,267,19.933025,21.99546507
roommate,companion,0.02,0,1,19,7.650758,7.411564944
roommate,friend,0.354,0,1,133,6.225758,5.940171253
roommate,girl,0.014,0,1,220,16.141789,16.928216
roommate,girlfriend,0.014,0,1,1,14.06094,13.26663687
roommate,hell,0.014,0,1,95,21.815961,21.39324989
roommate,pain,0.061,0,1,88,18.264173,18.13129554
roommate,partner,0.02,0,1,32,15.781334,18.77225697
roommate,share,0.027,0,1,98,20.186931,22.75575155
roost,bird,0.051,0,1,31,17.58149,21.14378903
roost,chicken,0.154,0,1,37,20.928383,20.98175008
roost,crow,0.026,0,1,2,19.135826,24.01670306
roost,fence,0.013,0,1,30,16.375725,22.24741645
roost,hen,0.09,0,1,22,21.492897,21.56569796
roost,home,0.013,0,1,547,15.648473,20.87577972
roost,nest,0.071,0,1,20,18.733959,23.45071253
roost,perch,0.064,0.014,1,1,0,0.693147181
roost,rooster,0.077,0,1,3,23.524984,23.54669943
rooster,chicken,0.299,0.022,3,37,2.596823,2.564949357
rooster,crow,0.113,0.014,3,2,10.826026,25.01751465
rooster,farm,0.021,0,3,125,19.886251,19.57229127
rooster,hen,0.309,0.196,3,22,3.161356,3.148897246
rooster,morning,0.062,0,3,211,21.299255,21.20641757
rooster,red,0.021,0,3,197,16.612675,19.95288831
root,beer,0.043,0,30,34,12.732204,11.92408991
root,beginning,0.014,0,30,164,0,4.77E-09
root,canal,0.094,0.033,30,3,8.683344,16.64019494
root,carrot,0.022,0,30,1,3.14415,2.833213344
root,dirt,0.022,0,30,43,14.011293,16.80603174
root,food,0.014,0,30,147,10.067959,15.1739528
root,plant,0.209,0,30,125,2.632313,19.47625111
root,stem,0.058,0.042,30,29,0,4.77E-09
root,tree,0.353,0,30,59,9.732644,19.65192812
rope,boat,0.017,0,15,72,14.381867,13.96162794
rope,chain,0.011,0.028,15,50,8.152949,15.79919695
rope,dope,0.017,0,15,2,17.709145,5.259270049
rope,fiber,0.011,0.014,15,27,16.401509,17.63265289
rope,knot,0.028,0.394,15,8,5.422347,15.68141391
