word,associates,part no,number_assoc,ospan,math,strict,ravens,zero_slope
beginning,4,p50,1,58,99,42,11,0
blow,23,p50,1,58,99,42,11,0
body,31,p50,1,58,99,42,11,0
bouquet,3,p50,1,58,99,42,11,0
break,26,p50,1,58,99,42,11,0
bum,21,p50,1,58,99,42,11,0
car,25,p50,1,58,99,42,11,0
casual,20,p50,1,58,99,42,11,0
challenge,21,p50,1,58,99,42,11,0
chauffeur,5,p50,1,58,99,42,11,0
chowder,4,p50,1,58,99,42,11,0
cinema,4,p50,1,58,99,42,11,0
closed,5,p50,1,58,99,42,11,0
cloth,21,p50,1,58,99,42,11,0
common,23,p50,1,58,99,42,11,0
computer,33,p50,1,58,99,42,11,0
corpse,3,p50,1,58,99,42,11,0
dancer,23,p50,1,58,99,42,11,0
dangerous,22,p50,1,58,99,42,11,0
difficult,3,p50,1,58,99,42,11,0
melody,5,p50,1,58,99,42,11,0
meow,3,p50,1,58,99,42,11,0
organize,23,p50,1,58,99,42,11,0
patience,21,p50,1,58,99,42,11,0
peaceful,20,p50,1,58,99,42,11,0
pupil,4,p50,1,58,99,42,11,0
racket,3,p50,1,58,99,42,11,0
assist,3,p51,4,56,99,39,17,3
bashful,4,p51,2,56,99,39,17,3
before,4,p51,3,56,99,39,17,3
beginning,4,p51,1,56,99,39,17,3
blow,23,p51,1,56,99,39,17,3
body,31,p51,5,56,99,39,17,3
bouquet,3,p51,3,56,99,39,17,3
break,26,p51,3,56,99,39,17,3
bum,21,p51,4,56,99,39,17,3
car,25,p51,4,56,99,39,17,3
casual,20,p51,2,56,99,39,17,3
challenge,21,p51,1,56,99,39,17,3
chauffeur,5,p51,4,56,99,39,17,3
chowder,4,p51,4,56,99,39,17,3
cinema,4,p51,2,56,99,39,17,3
closed,5,p51,2,56,99,39,17,3
cloth,21,p51,1,56,99,39,17,3
common,23,p51,3,56,99,39,17,3
computer,33,p51,6,56,99,39,17,3
corpse,3,p51,2,56,99,39,17,3
dancer,23,p51,2,56,99,39,17,3
dangerous,22,p51,4,56,99,39,17,3
difficult,3,p51,2,56,99,39,17,3
melody,5,p51,2,56,99,39,17,3
meow,3,p51,1,56,99,39,17,3
organize,23,p51,2,56,99,39,17,3
patience,21,p51,3,56,99,39,17,3
peaceful,20,p51,1,56,99,39,17,3
pupil,4,p51,3,56,99,39,17,3
racket,3,p51,3,56,99,39,17,3
assist,3,p52,1,54,85,33,4,1
bashful,4,p52,2,54,85,33,4,1
before,4,p52,1,54,85,33,4,1
beginning,4,p52,1,54,85,33,4,1
blow,23,p52,1,54,85,33,4,1
body,31,p52,1,54,85,33,4,1
bouquet,3,p52,1,54,85,33,4,1
break,26,p52,1,54,85,33,4,1
bum,21,p52,1,54,85,33,4,1
car,25,p52,1,54,85,33,4,1
casual,20,p52,1,54,85,33,4,1
challenge,21,p52,1,54,85,33,4,1
chauffeur,5,p52,1,54,85,33,4,1
chowder,4,p52,1,54,85,33,4,1
cinema,4,p52,1,54,85,33,4,1
closed,5,p52,1,54,85,33,4,1
cloth,21,p52,1,54,85,33,4,1
common,23,p52,1,54,85,33,4,1
computer,33,p52,1,54,85,33,4,1
corpse,3,p52,1,54,85,33,4,1
dancer,23,p52,1,54,85,33,4,1
dangerous,22,p52,1,54,85,33,4,1
difficult,3,p52,1,54,85,33,4,1
melody,5,p52,1,54,85,33,4,1
meow,3,p52,1,54,85,33,4,1
organize,23,p52,1,54,85,33,4,1
patience,21,p52,1,54,85,33,4,1
peaceful,20,p52,1,54,85,33,4,1
pupil,4,p52,1,54,85,33,4,1
racket,3,p52,1,54,85,33,4,1
assist,3,p30,1,73,99,62,14,0
bashful,4,p30,1,73,99,62,14,0
before,4,p30,1,73,99,62,14,0
beginning,4,p30,1,73,99,62,14,0
blow,23,p30,1,73,99,62,14,0
body,31,p30,1,73,99,62,14,0
bouquet,3,p30,1,73,99,62,14,0
break,26,p30,1,73,99,62,14,0
bum,21,p30,1,73,99,62,14,0
car,25,p30,1,73,99,62,14,0
casual,20,p30,1,73,99,62,14,0
challenge,21,p30,1,73,99,62,14,0
chauffeur,5,p30,1,73,99,62,14,0
chowder,4,p30,1,73,99,62,14,0
cinema,4,p30,1,73,99,62,14,0
closed,5,p30,1,73,99,62,14,0
cloth,21,p30,1,73,99,62,14,0
common,23,p30,1,73,99,62,14,0
computer,33,p30,1,73,99,62,14,0
corpse,3,p30,1,73,99,62,14,0
dancer,23,p30,1,73,99,62,14,0
dangerous,22,p30,1,73,99,62,14,0
difficult,3,p30,1,73,99,62,14,0
meow,3,p30,1,73,99,62,14,0
organize,23,p30,1,73,99,62,14,0
patience,21,p30,1,73,99,62,14,0
peaceful,20,p30,1,73,99,62,14,0
pupil,4,p30,1,73,99,62,14,0
racket,3,p30,1,73,99,62,14,0
assist,3,p31,2,56,95,35,9,3
bashful,4,p31,3,56,95,35,9,3
before,4,p31,2,56,95,35,9,3
beginning,4,p31,2,56,95,35,9,3
blow,23,p31,3,56,95,35,9,3
body,31,p31,5,56,95,35,9,3
bouquet,3,p31,4,56,95,35,9,3
break,26,p31,5,56,95,35,9,3
bum,21,p31,5,56,95,35,9,3
car,25,p31,4,56,95,35,9,3
casual,20,p31,4,56,95,35,9,3
challenge,21,p31,4,56,95,35,9,3
chauffeur,5,p31,5,56,95,35,9,3
chowder,4,p31,2,56,95,35,9,3
cinema,4,p31,3,56,95,35,9,3
closed,5,p31,2,56,95,35,9,3
cloth,21,p31,3,56,95,35,9,3
common,23,p31,3,56,95,35,9,3
computer,33,p31,3,56,95,35,9,3
corpse,3,p31,3,56,95,35,9,3
dancer,23,p31,3,56,95,35,9,3
dangerous,22,p31,5,56,95,35,9,3
difficult,3,p31,2,56,95,35,9,3
meow,3,p31,1,56,95,35,9,3
organize,23,p31,3,56,95,35,9,3
patience,21,p31,3,56,95,35,9,3
peaceful,20,p31,4,56,95,35,9,3
pupil,4,p31,3,56,95,35,9,3
racket,3,p31,6,56,95,35,9,3
assist,3,p10,1,50,95,30,13,3
bashful,4,p10,1,50,95,30,13,3
before,4,p10,1,50,95,30,13,3
beginning,4,p10,2,50,95,30,13,3
blow,23,p10,2,50,95,30,13,3
body,31,p10,2,50,95,30,13,3
bouquet,3,p10,2,50,95,30,13,3
break,26,p10,2,50,95,30,13,3
bum,21,p10,2,50,95,30,13,3
car,25,p10,2,50,95,30,13,3
casual,20,p10,2,50,95,30,13,3
challenge,21,p10,2,50,95,30,13,3
chauffeur,5,p10,3,50,95,30,13,3
chowder,4,p10,3,50,95,30,13,3
cinema,4,p10,1,50,95,30,13,3
closed,5,p10,1,50,95,30,13,3
cloth,21,p10,1,50,95,30,13,3
common,23,p10,1,50,95,30,13,3
computer,33,p10,2,50,95,30,13,3
corpse,3,p10,2,50,95,30,13,3
dancer,23,p10,2,50,95,30,13,3
dangerous,22,p10,2,50,95,30,13,3
difficult,3,p10,1,50,95,30,13,3
meow,3,p10,2,50,95,30,13,3
organize,23,p10,2,50,95,30,13,3
patience,21,p10,1,50,95,30,13,3
peaceful,20,p10,2,50,95,30,13,3
pupil,4,p10,2,50,95,30,13,3
racket,3,p10,2,50,95,30,13,3
assist,3,p11,1,53,83,46,9,0
bashful,4,p11,1,53,83,46,9,0
before,4,p11,1,53,83,46,9,0
beginning,4,p11,1,53,83,46,9,0
blow,23,p11,1,53,83,46,9,0
body,31,p11,1,53,83,46,9,0
bouquet,3,p11,1,53,83,46,9,0
break,26,p11,1,53,83,46,9,0
bum,21,p11,1,53,83,46,9,0
car,25,p11,1,53,83,46,9,0
casual,20,p11,1,53,83,46,9,0
challenge,21,p11,1,53,83,46,9,0
chauffeur,5,p11,1,53,83,46,9,0
chowder,4,p11,1,53,83,46,9,0
cinema,4,p11,1,53,83,46,9,0
closed,5,p11,1,53,83,46,9,0
cloth,21,p11,1,53,83,46,9,0
common,23,p11,1,53,83,46,9,0
computer,33,p11,1,53,83,46,9,0
corpse,3,p11,1,53,83,46,9,0
dancer,23,p11,1,53,83,46,9,0
dangerous,22,p11,1,53,83,46,9,0
difficult,3,p11,1,53,83,46,9,0
meow,3,p11,1,53,83,46,9,0
organize,23,p11,1,53,83,46,9,0
patience,21,p11,1,53,83,46,9,0
peaceful,20,p11,1,53,83,46,9,0
pupil,4,p11,1,53,83,46,9,0
racket,3,p11,1,53,83,46,9,0
assist,3,p12,3,15,92,6,8,3
bashful,4,p12,1,15,92,6,8,3
before,4,p12,2,15,92,6,8,3
beginning,4,p12,2,15,92,6,8,3
blow,23,p12,1,15,92,6,8,3
body,31,p12,1,15,92,6,8,3
bouquet,3,p12,2,15,92,6,8,3
break,26,p12,2,15,92,6,8,3
bum,21,p12,1,15,92,6,8,3
car,25,p12,2,15,92,6,8,3
casual,20,p12,2,15,92,6,8,3
challenge,21,p12,2,15,92,6,8,3
chauffeur,5,p12,1,15,92,6,8,3
chowder,4,p12,2,15,92,6,8,3
cinema,4,p12,2,15,92,6,8,3
closed,5,p12,2,15,92,6,8,3
cloth,21,p12,3,15,92,6,8,3
common,23,p12,2,15,92,6,8,3
computer,33,p12,3,15,92,6,8,3
corpse,3,p12,3,15,92,6,8,3
dancer,23,p12,3,15,92,6,8,3
dangerous,22,p12,2,15,92,6,8,3
difficult,3,p12,4,15,92,6,8,3
meow,3,p12,1,15,92,6,8,3
organize,23,p12,2,15,92,6,8,3
patience,21,p12,1,15,92,6,8,3
peaceful,20,p12,3,15,92,6,8,3
pupil,4,p12,2,15,92,6,8,3
racket,3,p12,2,15,92,6,8,3
assist,3,p13,1,55,97,28,17,2
bashful,4,p13,2,55,97,28,17,2
before,4,p13,1,55,97,28,17,2
beginning,4,p13,1,55,97,28,17,2
blow,23,p13,1,55,97,28,17,2
body,31,p13,1,55,97,28,17,2
bouquet,3,p13,1,55,97,28,17,2
break,26,p13,1,55,97,28,17,2
bum,21,p13,1,55,97,28,17,2
car,25,p13,1,55,97,28,17,2
casual,20,p13,1,55,97,28,17,2
challenge,21,p13,1,55,97,28,17,2
chauffeur,5,p13,2,55,97,28,17,2
chowder,4,p13,1,55,97,28,17,2
cinema,4,p13,1,55,97,28,17,2
closed,5,p13,1,55,97,28,17,2
cloth,21,p13,1,55,97,28,17,2
common,23,p13,1,55,97,28,17,2
computer,33,p13,1,55,97,28,17,2
corpse,3,p13,1,55,97,28,17,2
dancer,23,p13,1,55,97,28,17,2
dangerous,22,p13,1,55,97,28,17,2
difficult,3,p13,1,55,97,28,17,2
meow,3,p13,1,55,97,28,17,2
organize,23,p13,2,55,97,28,17,2
patience,21,p13,1,55,97,28,17,2
peaceful,20,p13,1,55,97,28,17,2
pupil,4,p13,1,55,97,28,17,2
racket,3,p13,1,55,97,28,17,2
assist,3,p14,2,58,95,34,18,3
bashful,4,p14,3,58,95,34,18,3
before,4,p14,1,58,95,34,18,3
beginning,4,p14,2,58,95,34,18,3
blow,23,p14,1,58,95,34,18,3
body,31,p14,1,58,95,34,18,3
bouquet,3,p14,1,58,95,34,18,3
break,26,p14,2,58,95,34,18,3
bum,21,p14,3,58,95,34,18,3
car,25,p14,1,58,95,34,18,3
casual,20,p14,2,58,95,34,18,3
challenge,21,p14,2,58,95,34,18,3
chauffeur,5,p14,4,58,95,34,18,3
chowder,4,p14,3,58,95,34,18,3
cinema,4,p14,2,58,95,34,18,3
closed,5,p14,2,58,95,34,18,3
cloth,21,p14,2,58,95,34,18,3
common,23,p14,3,58,95,34,18,3
computer,33,p14,3,58,95,34,18,3
corpse,3,p14,2,58,95,34,18,3
dancer,23,p14,3,58,95,34,18,3
dangerous,22,p14,2,58,95,34,18,3
difficult,3,p14,2,58,95,34,18,3
meow,3,p14,1,58,95,34,18,3
organize,23,p14,3,58,95,34,18,3
patience,21,p14,1,58,95,34,18,3
peaceful,20,p14,3,58,95,34,18,3
pupil,4,p14,1,58,95,34,18,3
racket,3,p14,1,58,95,34,18,3
assist,3,p15,2,41,95,27,8,3
bashful,4,p15,2,41,95,27,8,3
before,4,p15,2,41,95,27,8,3
beginning,4,p15,3,41,95,27,8,3
blow,23,p15,3,41,95,27,8,3
body,31,p15,3,41,95,27,8,3
bouquet,3,p15,3,41,95,27,8,3
break,26,p15,2,41,95,27,8,3
bum,21,p15,2,41,95,27,8,3
car,25,p15,3,41,95,27,8,3
casual,20,p15,2,41,95,27,8,3
challenge,21,p15,1,41,95,27,8,3
chauffeur,5,p15,2,41,95,27,8,3
chowder,4,p15,2,41,95,27,8,3
cinema,4,p15,3,41,95,27,8,3
closed,5,p15,3,41,95,27,8,3
cloth,21,p15,2,41,95,27,8,3
common,23,p15,2,41,95,27,8,3
computer,33,p15,3,41,95,27,8,3
corpse,3,p15,2,41,95,27,8,3
dancer,23,p15,2,41,95,27,8,3
dangerous,22,p15,3,41,95,27,8,3
difficult,3,p15,2,41,95,27,8,3
meow,3,p15,2,41,95,27,8,3
organize,23,p15,2,41,95,27,8,3
patience,21,p15,2,41,95,27,8,3
peaceful,20,p15,2,41,95,27,8,3
pupil,4,p15,3,41,95,27,8,3
racket,3,p15,2,41,95,27,8,3
assist,3,p19,2,59,80,37,22,3
bashful,4,p19,3,59,80,37,22,3
before,4,p19,3,59,80,37,22,3
beginning,4,p19,2,59,80,37,22,3
blow,23,p19,6,59,80,37,22,3
body,31,p19,5,59,80,37,22,3
bouquet,3,p19,1,59,80,37,22,3
break,26,p19,7,59,80,37,22,3
bum,21,p19,1,59,80,37,22,3
car,25,p19,4,59,80,37,22,3
casual,20,p19,3,59,80,37,22,3
challenge,21,p19,3,59,80,37,22,3
chauffeur,5,p19,2,59,80,37,22,3
chowder,4,p19,1,59,80,37,22,3
cinema,4,p19,9,59,80,37,22,3
closed,5,p19,1,59,80,37,22,3
cloth,21,p19,3,59,80,37,22,3
common,23,p19,2,59,80,37,22,3
computer,33,p19,4,59,80,37,22,3
corpse,3,p19,3,59,80,37,22,3
dancer,23,p19,5,59,80,37,22,3
dangerous,22,p19,3,59,80,37,22,3
difficult,3,p19,2,59,80,37,22,3
meow,3,p19,2,59,80,37,22,3
organize,23,p19,6,59,80,37,22,3
patience,21,p19,3,59,80,37,22,3
peaceful,20,p19,6,59,80,37,22,3
pupil,4,p19,5,59,80,37,22,3
racket,3,p19,3,59,80,37,22,3
assist,3,p20,1,49,92,33,21,0
bashful,4,p20,1,49,92,33,21,0
before,4,p20,1,49,92,33,21,0
beginning,4,p20,1,49,92,33,21,0
blow,23,p20,1,49,92,33,21,0
body,31,p20,1,49,92,33,21,0
bouquet,3,p20,1,49,92,33,21,0
break,26,p20,1,49,92,33,21,0
bum,21,p20,1,49,92,33,21,0
car,25,p20,1,49,92,33,21,0
casual,20,p20,1,49,92,33,21,0
challenge,21,p20,1,49,92,33,21,0
chauffeur,5,p20,1,49,92,33,21,0
chowder,4,p20,1,49,92,33,21,0
cinema,4,p20,1,49,92,33,21,0
closed,5,p20,1,49,92,33,21,0
cloth,21,p20,1,49,92,33,21,0
common,23,p20,1,49,92,33,21,0
computer,33,p20,1,49,92,33,21,0
corpse,3,p20,1,49,92,33,21,0
dancer,23,p20,1,49,92,33,21,0
dangerous,22,p20,1,49,92,33,21,0
difficult,3,p20,1,49,92,33,21,0
meow,3,p20,1,49,92,33,21,0
organize,23,p20,2,49,92,33,21,0
patience,21,p20,1,49,92,33,21,0
peaceful,20,p20,1,49,92,33,21,0
pupil,4,p20,1,49,92,33,21,0
racket,3,p20,1,49,92,33,21,0
assist,3,p21,1,73,96,64,26,3
bashful,4,p21,4,73,96,64,26,3
before,4,p21,1,73,96,64,26,3
beginning,4,p21,1,73,96,64,26,3
blow,23,p21,1,73,96,64,26,3
body,31,p21,1,73,96,64,26,3
bouquet,3,p21,1,73,96,64,26,3
break,26,p21,1,73,96,64,26,3
bum,21,p21,1,73,96,64,26,3
car,25,p21,1,73,96,64,26,3
casual,20,p21,1,73,96,64,26,3
challenge,21,p21,1,73,96,64,26,3
chauffeur,5,p21,1,73,96,64,26,3
chowder,4,p21,1,73,96,64,26,3
cinema,4,p21,1,73,96,64,26,3
closed,5,p21,1,73,96,64,26,3
cloth,21,p21,1,73,96,64,26,3
common,23,p21,1,73,96,64,26,3
computer,33,p21,1,73,96,64,26,3
corpse,3,p21,1,73,96,64,26,3
dancer,23,p21,3,73,96,64,26,3
dangerous,22,p21,1,73,96,64,26,3
difficult,3,p21,1,73,96,64,26,3
meow,3,p21,1,73,96,64,26,3
organize,23,p21,1,73,96,64,26,3
patience,21,p21,1,73,96,64,26,3
peaceful,20,p21,1,73,96,64,26,3
pupil,4,p21,1,73,96,64,26,3
racket,3,p21,1,73,96,64,26,3
assist,3,p22,1,74,97,72,20,0
bashful,4,p22,1,74,97,72,20,0
before,4,p22,1,74,97,72,20,0
beginning,4,p22,1,74,97,72,20,0
blow,23,p22,1,74,97,72,20,0
body,31,p22,1,74,97,72,20,0
bouquet,3,p22,1,74,97,72,20,0
break,26,p22,1,74,97,72,20,0
bum,21,p22,1,74,97,72,20,0
car,25,p22,1,74,97,72,20,0
casual,20,p22,1,74,97,72,20,0
challenge,21,p22,1,74,97,72,20,0
chauffeur,5,p22,1,74,97,72,20,0
chowder,4,p22,1,74,97,72,20,0
cinema,4,p22,1,74,97,72,20,0
closed,5,p22,1,74,97,72,20,0
cloth,21,p22,1,74,97,72,20,0
common,23,p22,1,74,97,72,20,0
computer,33,p22,1,74,97,72,20,0
corpse,3,p22,1,74,97,72,20,0
dancer,23,p22,1,74,97,72,20,0
dangerous,22,p22,1,74,97,72,20,0
difficult,3,p22,1,74,97,72,20,0
meow,3,p22,1,74,97,72,20,0
organize,23,p22,1,74,97,72,20,0
patience,21,p22,1,74,97,72,20,0
peaceful,20,p22,1,74,97,72,20,0
pupil,4,p22,1,74,97,72,20,0
racket,3,p22,1,74,97,72,20,0
